a,character,columns
202545,83347,182815
202546,83350,182815
202547,83353,182815
202548,83356,182815
202549,83359,182815
202550,83362,182815
202551,83365,182815
202552,83368,182815
202553,83371,182815
202554,83374,182815
202555,83377,182815
202556,83380,182815
202557,83383,182815
202558,83386,182815
202559,83389,182815
202560,83392,182815
202561,83395,182815
202562,83398,182815
202563,83401,182815
202564,83404,182815
202565,83407,182815
202566,83438,182815
202567,83595,182815
202568,83752,182815
202569,83909,182815
202570,84066,182815
202571,84223,182815
202572,84380,182815
202573,84537,182815
202574,84694,182815
202575,84851,182815
202576,85008,182815
202577,85165,182815
202578,85322,182815
202579,85479,182815
202580,85636,182815
202581,85793,182815
202582,85950,182815
202583,86107,182815
202584,86264,182815
202585,86421,182815
202586,86578,182815
202587,86735,182815
202588,86892,182815
202589,87049,182815
202590,87206,182815
202591,87363,182815
202592,87520,182815
202593,87677,182815
202594,87834,182815
202595,87991,182815
202596,88148,182815
202597,88305,182815
202598,88462,182815
202599,88619,182815
202600,88776,182815
202601,88933,182815
202602,89090,182815
202603,89247,182815
202604,89404,182815
202605,89561,182815
202606,89718,182811
202607,89875,182811
202608,90032,182811
202609,90189,182811
202610,161398,182804
202611,161545,182804
202612,161692,182804
202613,161839,182788
202614,161986,182788
202615,162133,182788
202616,162280,182788
202617,162427,182788
202618,161426,182768
202619,161551,182768
202620,161676,182768
202621,161801,182768
202622,161926,182768
202623,162051,182752
202624,162176,182752
202625,162301,182752
202626,162426,182752
202627,162551,182752
202628,162676,182752
202629,161411,182732
202630,161514,182732
202631,161617,182732
202632,161720,182732
202633,161823,182732
202634,161926,182732
202635,162029,182732
202636,162132,182732
202637,162235,182716
202638,162338,182716
202639,162441,182716
202640,162544,182716
202641,162647,182716
202642,162750,182716
202643,162853,182716
202644,162956,182716
202645,163059,182716
202646,163162,182716
202647,161479,182696
202648,161560,182696
202649,161641,182696
202650,161722,182696
202651,161803,182696
202652,161884,182696
202653,161965,182696
202654,162046,182696
202655,162127,182696
202656,162208,182696
202657,162289,182696
202658,162370,182696
202659,162451,182696
202660,164601,182686
202661,162613,182680
202662,162694,182680
202663,162775,182680
202664,162856,182680
202665,162937,182680
202666,163018,182680
202667,163099,182680
202668,163180,182680
202669,163261,182680
202670,163342,182680
202671,163423,182680
202672,163504,182680
202673,163585,182680
202674,163666,182680
202675,163747,182680
202676,163828,182680
202677,163909,182680
202678,163990,182680
202679,161581,182660
202680,161640,182660
202681,161699,182660
202682,161758,182660
202683,161817,182660
202684,161876,182660
202685,161935,182660
202686,161994,182660
202687,162053,182660
202688,162112,182660
202689,162204,182660
202690,162360,182660
202691,162516,182660
202692,162672,182660
202693,162828,182660
202694,162984,182660
202695,141019,182655
202696,141096,182655
202697,141173,182655
202698,141250,182655
202699,141327,182655
202700,141404,182655
202701,141481,182655
202702,141558,182655
202703,141635,182655
202704,141712,182655
202705,141789,182655
202706,141866,182655
202707,166339,182653
202708,68820,182626
202709,68885,182626
202710,68950,182626
202711,69015,182626
202712,69080,182626
202713,69145,182626
202714,69210,182626
202715,69275,182626
202716,69340,182626
202717,69405,182626
202718,69470,182626
202719,69535,182626
202720,69600,182626
202721,69665,182626
202722,69730,182626
202723,69795,182626
202724,69860,182626
202725,69948,182626
202726,70088,182626
202727,70228,182626
202728,70368,182626
202729,70508,182626
202730,70648,182626
202731,70788,182626
202732,70928,182626
202733,71068,182626
202734,172226,182617
202735,172329,182617
202736,172432,182617
202737,172535,182617
202738,172638,182617
202739,172741,182617
202740,172844,182617
202741,172947,182617
202742,173050,182617
202743,173153,182617
202744,173256,182617
202745,173359,182617
202746,114045,182626
202747,114168,182645
202748,114272,182645
202749,114376,182645
202750,114480,182645
202751,112611,182645
202752,112640,182645
202753,112797,182645
202754,112954,182645
202755,113111,182645
202756,113268,182645
202757,115208,182637
202758,115312,182637
202759,115416,182637
202760,115520,182637
202761,115624,182637
202762,115728,182637
202763,115832,182637
202764,115936,182637
202765,116040,182637
202766,116144,182637
202767,116248,182637
202768,116352,182637
202769,116456,182637
202770,116560,182637
202771,116664,182637
202772,116768,182637
202773,116872,182637
202774,116976,182637
202775,187311,182664
202776,187352,182664
202777,187393,182664
202778,187434,182664
202779,187475,182664
202780,187516,182664
202781,187557,182664
202782,187598,182664
202783,187639,182664
202784,187680,182664
202785,187721,182664
202786,187762,182664
202787,187803,182664
202788,187844,182664
202789,187885,182664
202790,187926,182664
202791,188005,182664
202792,188152,182664
202793,188299,182664
202794,188446,182664
202795,188593,182664
202796,188740,182664
202797,188887,182664
202798,189034,182664
202799,189181,182664
202800,189328,182664
202801,164703,182644
202802,164846,182644
202803,164989,182644
202804,165132,182644
202805,165275,182644
202806,165418,182644
202807,165561,182644
202808,165704,182644
202809,165847,182644
202810,165990,182644
202811,166133,182644
202812,166276,182644
202813,166419,182644
202814,166562,182644
202815,166705,182644
202816,166848,182644
202817,166991,182644
202818,167134,182644
202819,167277,182644
202820,167420,182644
202821,167563,182644
202822,167706,182644
202823,187051,182628
202824,187176,182628
202825,187301,182628
202826,187426,182628
202827,187551,182628
202828,187676,182628
202829,187801,182628
202830,187926,182628
202831,188051,182628
202832,188176,182628
202833,188301,182628
202834,188426,182628
202835,188551,182628
202836,188676,182628
202837,188801,182628
202838,188926,182628
202839,189051,182628
202840,189176,182628
202841,189301,182628
202842,189426,182628
202843,189551,182628
202844,189676,182628
202845,189801,182628
202846,189926,182628
202847,193248,182642
202848,168384,182644
202849,196562,182647
202850,165458,182644
202851,165579,182644
202852,190659,182627
202853,168834,182624
202854,168924,182624
202855,169014,182624
202856,169104,182624
202857,169194,182624
202858,169284,182624
202859,169374,182624
202860,169464,182624
202861,169554,182624
202862,169644,182624
202863,169734,182624
202864,169824,182624
202865,169914,182624
202866,170004,182624
202867,170094,182624
202868,170184,182624
202869,170274,182624
202870,170364,182624
202871,170454,182624
202872,170544,182624
202873,170634,182624
202874,170724,182624
202875,170814,182624
202876,170904,182624
202877,170994,182624
202878,171084,182624
202879,171174,182624
202880,171264,182624
202881,171354,182624
202882,171444,182624
202883,171534,182624
202884,171624,182624
202885,171714,182624
202886,171804,182624
202887,171894,182624
202888,171984,182624
202889,172074,182624
202890,172164,182624
202891,172254,182624
202892,172344,182624
202893,172434,182624
202894,172524,182624
202895,172614,182624
202896,172704,182624
202897,172794,182624
202898,172884,182624
202899,172974,182624
202900,173064,182624
202901,173154,182624
202902,173244,182624
202903,173334,182624
202904,173424,182624
202905,173514,182624
202906,173604,182624
202907,173694,182624
202908,206512,182623
202909,201632,182621
202910,124794,182624
202911,210505,182645
202912,210528,182645
202913,210551,182645
202914,210574,182645
202915,210597,182645
202916,210620,182645
202917,210643,182645
202918,210666,182645
202919,210689,182645
202920,210712,182645
202921,210735,182645
202922,210758,182645
202923,210781,182645
202924,210804,182645
202925,210046,182657
202926,202176,182657
202927,202208,182657
202928,202240,182657
202929,202272,182657
202930,202304,182657
202931,202336,182657
202932,210988,182681
202933,211011,182681
202934,211034,182681
202935,211057,182681
202936,143728,182681
202937,143730,182681
202938,143732,182681
202939,143734,182681
202940,143736,182681
202941,143738,182681
202942,143740,182681
202943,143742,182681
202944,143744,182681
202945,143746,182681
202946,143748,182681
202947,143750,182681
202948,143752,182681
202949,143754,182681
202950,143756,182681
202951,143883,182681
202952,144040,182681
202953,144197,182681
202954,144354,182681
202955,144511,182681
202956,144668,182681
202957,144825,182681
202958,144982,182681
202959,145139,182681
202960,145296,182681
202961,145453,182681
202962,145610,182681
202963,145767,182681
202964,145924,182681
202965,213583,182668
202966,213730,182668
202967,213877,182668
202968,214024,182668
202969,214171,182668
202970,214318,182668
202971,214465,182668
202972,214612,182668
202973,214759,182668
202974,214906,182668
202975,215053,182668
202976,215200,182668
202977,215347,182668
202978,215486,182660
202979,214748,182632
202980,214864,182632
202981,214980,182632
202982,215096,182632
202983,215212,182632
202984,215328,182632
202985,215444,182632
202986,215560,182632
202987,215676,182632
202988,215792,182632
202989,215908,182632
202990,216024,182632
202991,216140,182632
202992,216256,182632
202993,216372,182632
202994,216488,182632
202995,216604,182632
202996,216720,182632
202997,216836,182632
202998,216952,182632
202999,218581,182632
203000,218728,182632
203001,142159,182608
203002,142294,182608
203003,220602,182623
203004,215977,182629
203005,216065,182632
203006,216150,182632
203007,216235,182632
203008,216320,182632
203009,216405,182632
203010,216490,182632
203011,216575,182632
203012,216660,182632
203013,216745,182632
203014,216830,182632
203015,216915,182632
203016,217000,182632
203017,217085,182632
203018,217170,182632
203019,217255,182632
203020,156042,182639
203021,223049,182659
203022,223094,182659
203023,223139,182659
203024,223184,182659
203025,223229,182659
203026,223274,182659
203027,223319,182659
203028,223364,182659
203029,223409,182659
203030,223454,182659
203031,223499,182659
203032,223544,182659
203033,223589,182659
203034,223726,182659
203035,223873,182659
203036,224020,182659
203037,224167,182659
203038,224314,182659
203039,224461,182659
203040,224608,182659
203041,224755,182659
203042,224902,182659
203043,219295,182632
203044,219380,182632
203045,219465,182632
203046,219550,182632
203047,219635,182632
203048,219720,182632
203049,219805,182632
203050,219890,182632
203051,174681,182624
203052,235140,182624
203053,235207,182624
203054,235274,182624
203055,235341,182624
203056,235408,182624
203057,232160,182626
203058,232200,182630
203059,232236,182630
203060,232272,182630
203061,232308,182630
203062,232344,182630
203063,232380,182630
203064,228888,182630
203065,228893,182630
203066,228898,182630
203067,228903,182630
203068,228908,182630
203069,228913,182630
203070,229018,182630
203071,229165,182630
203072,229312,182630
203073,229459,182630
203074,229606,182630
203075,229753,182630
203076,229900,182630
203077,230047,182630
203078,230194,182630
203079,230341,182630
203080,230488,182630
203081,230635,182630
203082,230782,182630
203083,230929,182630
203084,231076,182630
203085,231223,182630
203086,231370,182630
203087,231517,182630
203088,231664,182630
203089,231811,182630
203090,231958,182630
203091,232105,182630
203092,232252,182630
203093,232399,182630
203094,232546,182630
203095,235357,182624
203096,235464,182624
203097,235571,182624
203098,235678,182624
203099,233676,182630
203100,233712,182630
203101,233748,182630
203102,233784,182630
203103,233869,182630
203104,234016,182630
203105,234163,182630
203106,234310,182630
203107,234457,182630
203108,234604,182630
203109,234751,182630
203110,234898,182630
203111,235045,182630
203112,235192,182630
203113,235339,182624
203114,235486,182624
203115,235633,182624
203116,235780,182624
203117,235927,182624
203118,236074,182624
203119,236221,182624
203120,236368,182624
203121,236515,182624
203122,236662,182624
203123,236809,182624
203124,236956,182624
203125,237103,182624
203126,237250,182624
203127,237397,182624
203128,237544,182624
203129,237691,182624
203130,237838,182624
203131,237985,182624
203132,238132,182624
203133,238279,182624
203134,238426,182624
203135,238573,182624
203136,238720,182624
203137,238867,182624
203138,239014,182624
203139,239161,182624
203140,239304,182620
203141,173708,182610
203142,173854,182599
203143,241981,182599
203144,242008,182599
203145,242035,182599
203146,242062,182599
203147,242089,182599
203148,242116,182599
203149,242143,182599
203150,242170,182599
203151,242197,182599
203152,242224,182599
203153,242251,182599
203154,242278,182599
203155,242305,182599
203156,242332,182599
203157,242359,182599
203158,242386,182599
203159,242413,182599
203160,242440,182599
203161,242467,182599
203162,242542,182599
203163,242689,182599
203164,242836,182599
203165,242983,182599
203166,243130,182599
203167,243277,182599
203168,243424,182599
203169,243571,182599
203170,256674,182600
203171,256427,182600
203172,256100,182600
203173,256149,182600
203174,255702,182600
203175,255711,182600
203176,255720,182600
203177,255729,182600
203178,255738,182600
203179,255747,182600
203180,255756,182600
203181,255765,182600
203182,255774,182600
203183,255783,182600
203184,255792,182600
203185,186954,182607
203186,187111,182616
203187,252540,182624
203188,252680,182626
203189,252818,182626
203190,252956,182626
203191,253094,182626
203192,252016,182626
203193,252114,182626
203194,252212,182626
203195,252310,182626
203196,252408,182626
203197,251090,182626
203198,251148,182626
203199,251206,182626
203200,251264,182626
203201,251322,182626
203202,251380,182626
203203,251438,182626
203204,251496,182626
203205,251554,182626
203206,251612,182626
203207,251670,182626
203208,251728,182626
203209,251786,182626
203210,251844,182626
203211,256035,182636
203212,256044,182636
203213,256130,182636
203214,256268,182636
203215,256406,182636
203216,256544,182636
203217,256682,182636
203218,256820,182636
203219,256958,182636
203220,257096,182636
203221,257234,182636
203222,257372,182636
203223,257510,182636
203224,2496,182627
203225,2536,182627
203226,2576,182627
203227,2616,182627
203228,2656,182627
203229,2696,182627
203230,2736,182627
203231,258991,182636
203232,256224,182636
203233,256233,182636
203234,256242,182636
203235,256251,182636
203236,256328,182636
203237,256426,182636
203238,256524,182636
203239,256622,182636
203240,256720,182636
203241,256818,182636
203242,256916,182636
203243,257014,182636
203244,257112,182636
203245,257210,182636
203246,257308,182636
203247,257406,182636
203248,257504,182636
203249,257602,182636
203250,257700,182636
203251,257798,182636
203252,257896,182636
203253,197522,182639
203254,197532,182639
203255,197542,182639
203256,197552,182639
203257,197620,182639
203258,197768,182639
203259,197916,182639
203260,198064,182639
203261,258778,182636
203262,258876,182636
203263,258974,182636
203264,259072,182636
203265,259170,182636
203266,4176,182627
203267,4216,182627
203268,4256,182627
203269,4296,182627
203270,4336,182627
203271,4376,182627
203272,4416,182627
203273,4456,182627
203274,4496,182627
203275,4536,182627
203276,4576,182627
203277,4616,182627
203278,4656,182627
203279,3895,182627
203280,10224,182638
203281,10255,182638
203282,10286,182638
203283,10317,182638
203284,10348,182638
203285,10379,182638
203286,10410,182638
203287,5016,182663
203288,5056,182663
203289,5096,182663
203290,5136,182663
203291,5176,182663
203292,5216,182663
203293,5256,182663
203294,5296,182663
203295,5336,182663
203296,5440,182663
203297,5578,182663
203298,5716,182663
203299,5854,182663
203300,5992,182663
203301,6130,182663
203302,6268,182663
203303,6406,182663
203304,6544,182663
203305,6682,182663
203306,12074,182638
203307,12203,182638
203308,12332,182638
203309,12461,182638
203310,12590,182638
203311,12719,182638
203312,12848,182638
203313,12977,182638
203314,13106,182638
203315,13235,182638
203316,13364,182638
203317,13493,182638
203318,13622,182638
203319,8614,182627
203320,8752,182627
203321,8890,182627
203322,9028,182627
203323,9166,182627
203324,9304,182627
203325,9442,182627
203326,164236,182608
203327,164358,182608
203328,164480,182608
203329,164602,182608
203330,164724,182608
203331,164846,182608
203332,164968,182608
203333,11858,182629
203334,11898,182638
203335,11929,182638
203336,11960,182638
203337,11991,182638
203338,12022,182638
203339,12053,182638
203340,12084,182638
203341,12115,182638
203342,12146,182638
203343,12177,182638
203344,22032,182640
203345,22045,182640
203346,22128,182640
203347,22248,182640
203348,22368,182640
203349,22488,182640
203350,22608,182640
203351,22728,182640
203352,22848,182640
203353,22968,182640
203354,23088,182640
203355,23208,182640
203356,23328,182640
203357,23448,182640
203358,23568,182640
203359,23688,182640
203360,23808,182640
203361,15952,182674
203362,16032,182674
203363,16112,182674
203364,16192,182674
203365,16272,182674
203366,16352,182674
203367,16432,182674
203368,16512,182674
203369,25966,182676
203370,26028,182676
203371,26090,182676
203372,26152,182676
203373,216470,182683
203374,17780,182697
203375,17802,182697
203376,17824,182697
203377,17846,182697
203378,17868,182697
203379,17890,182697
203380,17912,182697
203381,17934,182697
203382,17956,182697
203383,17978,182697
203384,18000,182697
203385,18022,182697
203386,18044,182697
203387,18066,182697
203388,18136,182697
203389,18274,182697
203390,18412,182697
203391,18550,182697
203392,18688,182697
203393,18826,182697
203394,18964,182697
203395,19102,182697
203396,19240,182697
203397,19378,182697
203398,19516,182697
203399,19654,182697
203400,19792,182694
203401,19930,182694
203402,20068,182694
203403,20206,182694
203404,29088,182667
203405,29208,182667
203406,29328,182667
203407,29448,182667
203408,29568,182667
203409,29688,182667
203410,19872,182658
203411,19952,182658
203412,20032,182658
203413,20112,182658
203414,20192,182658
203415,20272,182658
203416,20352,182658
203417,20432,182658
203418,20512,182658
203419,20592,182658
203420,20672,182658
203421,20752,182658
203422,20832,182658
203423,29314,182631
203424,29376,182631
203425,29438,182631
203426,29500,182631
203427,29562,182631
203428,29624,182631
203429,29686,182631
203430,29748,182631
203431,29810,182631
203432,29872,182631
203433,29934,182631
203434,29996,182631
203435,30058,182631
203436,30120,182631
203437,30182,182631
203438,30244,182631
203439,30306,182631
203440,30368,182631
203441,30430,182631
203442,30492,182631
203443,30554,182631
203444,30616,182631
203445,30678,182631
203446,26746,182640
203447,26817,182640
203448,23384,182640
203449,23397,182640
203450,23410,182640
203451,23423,182640
203452,226888,182647
203453,226902,182647
203454,226916,182647
203455,226930,182647
203456,227072,182647
203457,227220,182647
203458,227368,182647
203459,227516,182647
203460,227664,182647
203461,227812,182647
203462,227960,182647
203463,228108,182647
203464,228256,182647
203465,228404,182647
203466,228552,182647
203467,228700,182647
203468,228848,182647
203469,228996,182647
203470,229144,182647
203471,229292,182647
203472,229440,182647
203473,229588,182647
203474,30004,182631
203475,30142,182631
203476,30280,182631
203477,230176,182619
203478,227252,182611
203479,227266,182611
203480,227280,182611
203481,227294,182611
203482,227308,182611
203483,227407,182611
203484,227564,182611
203485,227721,182611
203486,227878,182611
203487,228035,182611
203488,228192,182611
203489,228349,182611
203490,228506,182611
203491,228663,182611
203492,228820,182611
203493,228977,182611
203494,229134,182611
203495,229291,182611
203496,192864,182608
203497,192892,182608
203498,192920,182608
203499,192948,182608
203500,192976,182608
203501,193004,182608
203502,193032,182608
203503,193060,182608
203504,193088,182608
203505,193116,182608
203506,193144,182608
203507,193208,182608
203508,193312,182608
203509,193416,182608
203510,193520,182608
203511,193624,182608
203512,193728,182608
203513,193832,182608
203514,193936,182608
203515,194040,182608
203516,194144,182608
203517,49358,182626
203518,48588,182626
203519,48614,182626
203520,48640,182626
203521,48666,182626
203522,48692,182626
203523,48718,182626
203524,48744,182626
203525,48770,182626
203526,48796,182626
203527,48822,182626
203528,48848,182626
203529,48874,182626
203530,48900,182626
203531,48926,182626
203532,48952,182626
203533,48978,182626
203534,49004,182626
203535,49030,182626
203536,49056,182626
203537,49082,182626
203538,49108,182626
203539,48436,182626
203540,20828,182635
203541,20935,182635
203542,21042,182635
203543,21149,182635
203544,46152,182642
203545,52393,182644
203546,49316,182662
203547,49342,182662
203548,49444,182662
203549,49555,182662
203550,49666,182662
203551,49777,182662
203552,49888,182662
203553,49999,182662
203554,50110,182662
203555,50221,182662
203556,50332,182662
203557,50443,182662
203558,50554,182662
203559,50665,182662
203560,50776,182662
203561,50887,182662
203562,50998,182662
203563,51109,182662
203564,51220,182662
203565,51331,182662
203566,51442,182662
203567,51553,182662
203568,51664,182662
203569,51775,182662
203570,51886,182662
203571,51997,182662
203572,52108,182662
203573,52219,182662
203574,52886,182680
203575,52903,182680
203576,52920,182680
203577,52937,182680
203578,52954,182680
203579,52971,182680
203580,52996,182680
203581,53107,182680
203582,53218,182680
203583,53329,182680
203584,53440,182680
203585,53551,182680
203586,53662,182680
203587,53773,182680
203588,53884,182680
203589,53141,182644
203590,53158,182644
203591,53175,182644
203592,53192,182644
203593,53209,182644
203594,53226,182644
203595,53243,182644
203596,53260,182644
203597,53277,182644
203598,53294,182644
203599,53311,182644
203600,53328,182644
203601,53345,182644
203602,53362,182644
203603,53379,182644
203604,53396,182644
203605,53413,182644
203606,53430,182644
203607,53448,182644
203608,53568,182644
203609,53688,182644
203610,53808,182644
203611,53928,182644
203612,54048,182644
203613,54168,182644
203614,54288,182644
203615,54408,182644
203616,54528,182644
203617,54648,182644
203618,53634,182644
203619,53651,182644
203620,53668,182644
203621,53685,182644
203622,53702,182644
203623,53719,182644
203624,53736,182644
203625,53753,182644
203626,53770,182644
203627,53787,182644
203628,53804,182644
203629,53821,182644
203630,53870,182644
203631,53999,182644
203632,54128,182644
203633,54257,182644
203634,54386,182644
203635,54515,182644
203636,54644,182644
203637,54773,182644
203638,54902,182644
203639,53991,182644
203640,54008,182644
203641,54025,182644
203642,54042,182644
203643,54059,182644
203644,54076,182644
203645,54093,182644
203646,54110,182644
203647,54127,182644
203648,54144,182644
203649,54161,182644
203650,54292,182644
203651,54430,182644
203652,54568,182644
203653,54706,182644
203654,54844,182644
203655,260744,182658
203656,260880,182664
203657,261010,182664
203658,261140,182664
203659,261270,182664
203660,261400,182664
203661,261530,182664
203662,261660,182664
203663,261790,182664
203664,0,182665
203665,0,182665
203666,36,182665
203667,166,182665
203668,296,182637
203669,426,182637
203670,556,182637
203671,686,182637
203672,0,182629
203673,0,182629
203674,0,182629
203675,0,182629
203676,0,182629
203677,0,182629
203678,0,182629
203679,0,182629
203680,0,182629
203681,107,182629
203682,246,182629
203683,385,182629
203684,524,182629
203685,663,182629
203686,222828,182611
203687,222878,182611
203688,222928,182611
203689,222978,182611
203690,223028,182611
203691,223078,182611
203692,223128,182611
203693,223178,182611
203694,223228,182611
203695,223278,182611
203696,223328,182611
203697,223378,182611
203698,223428,182611
203699,223478,182611
203700,226944,182644
203701,226976,182644
203702,227008,182644
203703,227040,182644
203704,227072,182644
203705,227104,182644
203706,227136,182644
203707,227168,182644
203708,227200,182644
203709,227232,182644
203710,227264,182644
203711,227296,182644
203712,227328,182644
203713,227360,182644
203714,227392,182644
203715,227424,182644
203716,52163,182662
203717,23771,182671
203718,23802,182671
203719,23833,182671
203720,23864,182671
203721,23895,182671
203722,23926,182671
203723,23957,182671
203724,23988,182671
203725,24019,182671
203726,24050,182671
203727,24081,182671
203728,24112,182671
203729,24143,182671
203730,24174,182671
203731,24205,182671
203732,24236,182671
203733,24267,182671
203734,24298,182671
203735,24329,182671
203736,24360,182671
203737,24391,182671
203738,84194,182684
203739,84215,182684
203740,84236,182684
203741,84257,182684
203742,84278,182684
203743,84299,182684
203744,84320,182684
203745,84341,182684
203746,84362,182684
203747,84383,182684
203748,84404,182684
203749,84425,182684
203750,84446,182684
203751,54646,182698
203752,54672,182698
203753,54698,182698
203754,54724,182698
203755,54750,182698
203756,54776,182698
203757,54802,182698
203758,54828,182698
203759,54854,182698
203760,54880,182698
203761,54906,182698
203762,54932,182698
203763,54958,182698
203764,54984,182698
203765,55010,182698
203766,55036,182698
203767,55062,182698
203768,55088,182698
203769,55114,182698
203770,55140,182698
203771,55166,182698
203772,55192,182698
203773,55218,182698
203774,84949,182719
203775,84971,182720
203776,84992,182720
203777,85013,182720
203778,85034,182720
203779,85055,182720
203780,85076,182720
203781,85097,182720
203782,85118,182720
203783,85139,182720
203784,85160,182720
203785,85181,182720
203786,85202,182720
203787,85223,182720
203788,85244,182720
203789,85265,182720
203790,85286,182720
203791,55686,182734
203792,55712,182734
203793,55738,182734
203794,55764,182734
203795,55790,182734
203796,55816,182734
203797,55842,182734
203798,55868,182734
203799,55894,182734
203800,55920,182734
203801,55946,182734
203802,55972,182734
203803,85559,182756
203804,85580,182756
203805,85601,182756
203806,85622,182756
203807,85643,182756
203808,85664,182756
203809,85685,182756
203810,85706,182756
203811,85727,182756
203812,85035,182757
203813,56258,182770
203814,56284,182770
203815,56310,182770
203816,56336,182770
203817,56362,182770
203818,56388,182770
203819,56414,182770
203820,85916,182792
203821,85937,182792
203822,85958,182792
203823,85979,182792
203824,86000,182792
203825,86021,182792
203826,85459,182797
203827,56622,182806
203828,56648,182806
203829,56674,182806
203830,56700,182806
203831,56726,182806
203832,86168,182828
203833,86189,182828
203834,86210,182828
203835,86231,182828
203836,56856,182842
203837,56882,182842
203838,56908,182842
203839,56934,182842
203840,86336,182864
203841,86357,182864
203842,86378,182864
203843,86820,182877
203844,86832,182877
203845,86844,182877
203846,28558,182888
203847,28571,182888
203848,28584,182888
203849,28964,182893
203850,28968,182893
203851,28972,182893
203852,28976,182893
203853,28980,182893
203854,28984,182893
203855,28988,182893
203856,28992,182893
203857,28996,182893
203858,29000,182893
203859,29004,182893
203860,29008,182893
203861,29012,182893
203862,29016,182893
203863,29020,182893
203864,29024,182893
203865,29028,182893
203866,29032,182893
203867,29036,182893
203868,29040,182893
203869,29044,182893
203870,29048,182893
203871,29052,182893
203872,29056,182893
203873,29060,182893
203874,29064,182893
203875,29068,182893
203876,29072,182893
203877,29076,182893
203878,29080,182893
203879,29084,182893
203880,29088,182893
203881,29092,182893
203882,29096,182893
203883,29100,182893
203884,29104,182893
203885,29108,182893
203886,29112,182893
203887,29116,182893
203888,29120,182893
203889,29124,182893
203890,29162,182893
203891,29319,182893
203892,29476,182893
203893,29633,182893
203894,29790,182893
203895,29947,182893
203896,30104,182893
203897,30261,182893
203898,30418,182893
203899,30575,182893
203900,30732,182893
203901,30889,182893
203902,31046,182893
203903,31203,182893
203904,31360,182893
203905,31517,182893
203906,31674,182893
203907,31831,182893
203908,31988,182893
203909,32145,182893
203910,32302,182893
203911,32459,182893
203912,32616,182893
203913,32773,182893
203914,32930,182893
203915,33087,182893
203916,33244,182893
203917,33401,182893
203918,33558,182893
203919,33715,182893
203920,33872,182893
203921,34029,182893
203922,34186,182893
203923,34343,182893
203924,34500,182893
203925,34657,182893
203926,34814,182893
203927,34971,182893
203928,35128,182893
203929,35285,182893
203930,35442,182893
203931,35599,182893
203932,35756,182893
203933,35913,182879
203934,36070,182879
203935,36227,182879
203936,36384,182879
203937,36541,182879
203938,36698,182879
203939,36855,182879
203940,95216,182855
203941,95372,182855
203942,95528,182855
203943,37483,182847
203944,37640,182847
203945,37797,182847
203946,37954,182847
203947,38111,182847
203948,96464,182819
203949,96620,182819
203950,96776,182819
203951,96932,182819
203952,97088,182819
203953,39053,182811
203954,39210,182811
203955,39367,182811
203956,39524,182811
203957,39681,182811
203958,39838,182811
203959,39995,182811
203960,98336,182783
203961,98492,182783
203962,98648,182783
203963,98804,182783
203964,98960,182783
203965,99116,182783
203966,99272,182783
203967,99424,182779
203968,41408,182775
203969,41565,182775
203970,41722,182775
203971,41879,182775
203972,42036,182775
203973,42193,182775
203974,42350,182775
203975,42507,182775
203976,42664,182775
203977,42802,182756
203978,101144,182747
203979,101300,182747
203980,101456,182747
203981,101612,182747
203982,101768,182747
203983,101924,182747
203984,102080,182747
203985,102236,182747
203986,102392,182747
203987,102548,182747
203988,102704,182747
203989,102860,182747
203990,44862,182739
203991,45019,182739
203992,45176,182739
203993,45333,182739
203994,45490,182739
203995,45647,182739
203996,45804,182739
203997,45961,182739
203998,46118,182739
203999,46275,182739
204000,46432,182739
204001,46589,182739
204002,46746,182739
204003,46903,182739
204004,47060,182739
204005,47217,182739
204006,47374,182739
204007,105668,182711
204008,105824,182711
204009,105980,182711
204010,106136,182711
204011,106292,182711
204012,106448,182711
204013,106604,182711
204014,106760,182711
204015,106916,182711
204016,107072,182711
204017,107228,182711
204018,107384,182711
204019,107540,182711
204020,107696,182711
204021,107852,182711
204022,108008,182711
204023,108164,182711
204024,108320,182711
204025,108476,182711
204026,108632,182711
204027,108788,182711
204028,108944,182711
204029,109100,182711
204030,21454,182696
204031,21607,182696
204032,21760,182696
204033,21913,182696
204034,22066,182696
204035,22219,182696
204036,22372,182696
204037,22525,182696
204038,22678,182696
204039,22831,182696
204040,22984,182696
204041,23137,182696
204042,23290,182696
204043,23443,182696
204044,23596,182696
204045,23749,182696
204046,53640,182682
204047,24055,182675
204048,24208,182675
204049,24361,182675
204050,24514,182675
204051,24667,182675
204052,24820,182675
204053,24973,182675
204054,25126,182675
204055,25279,182675
204056,25432,182675
204057,25585,182675
204058,25738,182675
204059,25891,182675
204060,26044,182675
204061,26197,182675
204062,26350,182675
204063,26503,182675
204064,26656,182675
204065,26794,182660
204066,25376,182639
204067,25520,182639
204068,25664,182639
204069,25808,182639
204070,25952,182639
204071,26096,182639
204072,26240,182639
204073,26384,182639
204074,26528,182639
204075,26672,182639
204076,26816,182639
204077,26960,182639
204078,27104,182639
204079,27248,182639
204080,27392,182639
204081,27536,182639
204082,27680,182639
204083,27824,182639
204084,27968,182639
204085,28112,182639
204086,61590,182626
204087,61607,182626
204088,61624,182626
204089,61641,182626
204090,61658,182626
204091,61675,182626
204092,61692,182626
204093,61709,182626
204094,61726,182626
204095,61743,182626
204096,61760,182626
204097,61777,182626
204098,61818,182626
204099,61975,182626
204100,62132,182626
204101,62289,182626
